Threshold,Accepted,Accuracy
0.5,1.0,0.944058799510004
0.5001,0.999795835034708,0.9440473759444558
0.5002,0.999795835034708,0.9440473759444558
0.5003,0.999795835034708,0.9440473759444558
0.5004,0.999795835034708,0.9440473759444558
0.5005,0.999795835034708,0.9440473759444558
0.5006,0.999795835034708,0.9440473759444558
0.5007,0.999795835034708,0.9440473759444558
0.5008,0.999795835034708,0.9440473759444558
0.5009,0.999795835034708,0.9440473759444558
0.501,0.999795835034708,0.9440473759444558
0.5011,0.999795835034708,0.9440473759444558
0.5012,0.999795835034708,0.9440473759444558
0.5013,0.999795835034708,0.9440473759444558
0.5014,0.999795835034708,0.9440473759444558
0.5015,0.9995916700694161,0.9442401960784313
0.5016,0.9995916700694161,0.9442401960784313
0.5017,0.9995916700694161,0.9442401960784313
0.5018,0.9995916700694161,0.9442401960784313
0.5019,0.9993875051041241,0.9444330949948927
0.502,0.9993875051041241,0.9444330949948927
0.5021,0.9993875051041241,0.9444330949948927
0.5022,0.9993875051041241,0.9444330949948927
0.5023,0.9993875051041241,0.9444330949948927
0.5024,0.9993875051041241,0.9444330949948927
0.5025,0.9993875051041241,0.9444330949948927
0.5026,0.9993875051041241,0.9444330949948927
0.5027,0.9993875051041241,0.9444330949948927
0.5028,0.9993875051041241,0.9444330949948927
0.5029,0.9993875051041241,0.9444330949948927
0.503,0.9993875051041241,0.9444330949948927
0.5031,0.9993875051041241,0.9444330949948927
0.5032,0.9993875051041241,0.9444330949948927
0.5033,0.9993875051041241,0.9444330949948927
0.5034,0.9993875051041241,0.9444330949948927
0.5035,0.9993875051041241,0.9444330949948927
0.5036,0.9991833401388321,0.9444217409072333
0.5037,0.9991833401388321,0.9444217409072333
0.5038,0.9991833401388321,0.9444217409072333
0.5039,0.9989791751735402,0.944614755773554
0.504,0.9989791751735402,0.944614755773554
0.5041,0.9989791751735402,0.944614755773554
0.5042,0.9987750102082482,0.9446034341782502
0.5043,0.9987750102082482,0.9446034341782502
0.5044,0.9987750102082482,0.9446034341782502
0.5045,0.9987750102082482,0.9446034341782502
0.5046,0.9987750102082482,0.9446034341782502
0.5047,0.9987750102082482,0.9446034341782502
0.5048,0.9987750102082482,0.9446034341782502
0.5049,0.9987750102082482,0.9446034341782502
0.505,0.9987750102082482,0.9446034341782502
0.5051,0.9987750102082482,0.9446034341782502
0.5052,0.9987750102082482,0.9446034341782502
0.5053,0.9987750102082482,0.9446034341782502
0.5054,0.9987750102082482,0.9446034341782502
0.5055,0.9987750102082482,0.9446034341782502
0.5056,0.9987750102082482,0.9446034341782502
0.5057,0.9987750102082482,0.9446034341782502
0.5058,0.9987750102082482,0.9446034341782502
0.5059,0.9987750102082482,0.9446034341782502
0.506,0.9987750102082482,0.9446034341782502
0.5061,0.9987750102082482,0.9446034341782502
0.5062,0.9987750102082482,0.9446034341782502
0.5063,0.9987750102082482,0.9446034341782502
0.5064,0.9987750102082482,0.9446034341782502
0.5065,0.9985708452429564,0.9445921079533838
0.5066,0.9985708452429564,0.9445921079533838
0.5067,0.9985708452429564,0.9445921079533838
0.5068,0.9985708452429564,0.9445921079533838
0.5069,0.9985708452429564,0.9445921079533838
0.507,0.9985708452429564,0.9445921079533838
0.5071,0.9985708452429564,0.9445921079533838
0.5072,0.9983666802776644,0.9445807770961145
0.5073,0.9983666802776644,0.9445807770961145
0.5074,0.9983666802776644,0.9445807770961145
0.5075,0.9983666802776644,0.9445807770961145
0.5076,0.9983666802776644,0.9445807770961145
0.5077,0.9983666802776644,0.9445807770961145
0.5078,0.9981625153123724,0.9447739824094907
0.5079,0.9981625153123724,0.9447739824094907
0.508,0.9981625153123724,0.9447739824094907
0.5081,0.9981625153123724,0.9447739824094907
0.5082,0.9981625153123724,0.9447739824094907
0.5083,0.9979583503470805,0.9449672667757774
0.5084,0.9979583503470805,0.9449672667757774
0.5085,0.9979583503470805,0.9449672667757774
0.5086,0.9979583503470805,0.9449672667757774
0.5087,0.9979583503470805,0.9449672667757774
0.5088,0.9979583503470805,0.9449672667757774
0.5089,0.9979583503470805,0.9449672667757774
0.509,0.9979583503470805,0.9449672667757774
0.5091,0.9979583503470805,0.9449672667757774
0.5092,0.9979583503470805,0.9449672667757774
0.5093,0.9979583503470805,0.9449672667757774
0.5094,0.9979583503470805,0.9449672667757774
0.5095,0.9979583503470805,0.9449672667757774
0.5096,0.9979583503470805,0.9449672667757774
0.5097,0.9979583503470805,0.9449672667757774
0.5098,0.9979583503470805,0.9449672667757774
0.5099,0.9979583503470805,0.9449672667757774
0.51,0.9979583503470805,0.9449672667757774
0.5101,0.9979583503470805,0.9449672667757774
0.5102,0.9979583503470805,0.9449672667757774
0.5103,0.9979583503470805,0.9449672667757774
0.5104,0.9979583503470805,0.9449672667757774
0.5105,0.9979583503470805,0.9449672667757774
0.5106,0.9979583503470805,0.9449672667757774
0.5107,0.9979583503470805,0.9449672667757774
0.5108,0.9979583503470805,0.9449672667757774
0.5109,0.9979583503470805,0.9449672667757774
0.511,0.9977541853817885,0.9449560057294863
0.5111,0.9975500204164965,0.945149406467458
0.5112,0.9975500204164965,0.945149406467458
0.5113,0.9975500204164965,0.945149406467458
0.5114,0.9975500204164965,0.945149406467458
0.5115,0.9975500204164965,0.945149406467458
0.5116,0.9975500204164965,0.945149406467458
0.5117,0.9975500204164965,0.945149406467458
0.5118,0.9975500204164965,0.945149406467458
0.5119,0.9975500204164965,0.945149406467458
0.512,0.9975500204164965,0.945149406467458
0.5121,0.9975500204164965,0.945149406467458
0.5122,0.9975500204164965,0.945149406467458
0.5123,0.9975500204164965,0.945149406467458
0.5124,0.9975500204164965,0.945149406467458
0.5125,0.9975500204164965,0.945149406467458
0.5126,0.9975500204164965,0.945149406467458
0.5127,0.9975500204164965,0.945149406467458
