Threshold,Accepted,Accuracy
0.5,1.0,0.9434463046141283
0.5001,1.0,0.9434463046141283
0.5002,1.0,0.9434463046141283
0.5003,1.0,0.9434463046141283
0.5004,1.0,0.9434463046141283
0.5005,1.0,0.9434463046141283
0.5006,1.0,0.9434463046141283
0.5007,1.0,0.9434463046141283
0.5008,0.999795835034708,0.9434347559730447
0.5009,0.999795835034708,0.9434347559730447
0.501,0.999795835034708,0.9434347559730447
0.5011,0.999795835034708,0.9434347559730447
0.5012,0.999795835034708,0.9434347559730447
0.5013,0.999795835034708,0.9434347559730447
0.5014,0.999795835034708,0.9434347559730447
0.5015,0.999795835034708,0.9434347559730447
0.5016,0.999795835034708,0.9434347559730447
0.5017,0.999795835034708,0.9434347559730447
0.5018,0.999795835034708,0.9434347559730447
0.5019,0.999795835034708,0.9434347559730447
0.502,0.999795835034708,0.9434347559730447
0.5021,0.9995916700694161,0.9434232026143791
0.5022,0.9995916700694161,0.9434232026143791
0.5023,0.9993875051041241,0.9436159346271705
0.5024,0.9991833401388321,0.9438087454025337
0.5025,0.9991833401388321,0.9438087454025337
0.5026,0.9989791751735402,0.9437972613938279
0.5027,0.9989791751735402,0.9437972613938279
0.5028,0.9989791751735402,0.9437972613938279
0.5029,0.9989791751735402,0.9437972613938279
0.503,0.9989791751735402,0.9437972613938279
0.5031,0.9987750102082482,0.9437857726901063
0.5032,0.9985708452429564,0.9437742792884891
0.5033,0.9985708452429564,0.9437742792884891
0.5034,0.9985708452429564,0.9437742792884891
0.5035,0.9985708452429564,0.9437742792884891
0.5036,0.9985708452429564,0.9437742792884891
0.5037,0.9985708452429564,0.9437742792884891
0.5038,0.9985708452429564,0.9437742792884891
0.5039,0.9985708452429564,0.9437742792884891
0.504,0.9985708452429564,0.9437742792884891
0.5041,0.9985708452429564,0.9437742792884891
0.5042,0.9985708452429564,0.9437742792884891
0.5043,0.9985708452429564,0.9437742792884891
0.5044,0.9985708452429564,0.9437742792884891
0.5045,0.9985708452429564,0.9437742792884891
0.5046,0.9983666802776644,0.943762781186094
0.5047,0.9983666802776644,0.943762781186094
0.5048,0.9983666802776644,0.943762781186094
0.5049,0.9983666802776644,0.943762781186094
0.505,0.9983666802776644,0.943762781186094
0.5051,0.9983666802776644,0.943762781186094
0.5052,0.9983666802776644,0.943762781186094
0.5053,0.9983666802776644,0.943762781186094
0.5054,0.9983666802776644,0.943762781186094
0.5055,0.9981625153123724,0.9439558191859276
0.5056,0.9981625153123724,0.9439558191859276
0.5057,0.9981625153123724,0.9439558191859276
0.5058,0.9981625153123724,0.9439558191859276
0.5059,0.9981625153123724,0.9439558191859276
0.506,0.9981625153123724,0.9439558191859276
0.5061,0.9981625153123724,0.9439558191859276
0.5062,0.9979583503470805,0.9439443535188216
0.5063,0.9979583503470805,0.9439443535188216
0.5064,0.9979583503470805,0.9439443535188216
0.5065,0.9979583503470805,0.9439443535188216
0.5066,0.9979583503470805,0.9439443535188216
0.5067,0.9979583503470805,0.9439443535188216
